#{"t_start": 1738173668.0426607, "env_id": "CustomHopperWithObstacles-source-v0"}
r,l,t
1131.989684,256,1075.51096
666.567427,185,1075.615076
723.993209,194,1075.728488
813.995366,211,1075.874455
717.165898,193,1076.008303
698.583756,191,1076.142072
628.404132,178,1076.252237
1081.54395,268,1076.404529
1127.129619,253,1076.547075
834.584319,213,1077.48666
1224.777288,299,1077.709289
915.264501,239,1077.886745
635.305803,204,1078.036869
607.761552,184,1078.171985
633.000123,188,1078.311334
1052.617714,258,1078.511473
588.946296,186,1078.690766
955.859815,258,1079.114434
989.745004,270,1079.253838
666.722581,199,1079.356868
669.44099,201,1079.465321
695.83545,210,1079.585537
686.326403,206,1079.706602
752.903188,215,1079.83664
639.185958,185,1079.94462
1021.843988,247,1080.073486
641.011406,195,1080.176925
633.204728,188,1080.274738
637.756812,186,1080.368582
1013.610428,260,1080.500953
982.082794,264,1080.640499
973.722097,259,1080.773482
640.44677,188,1080.871114
684.7974,205,1080.997179
648.196004,193,1081.106783
673.74448,206,1081.21813
624.107006,186,1081.315969
645.185659,196,1081.414155
652.916883,196,1081.511728
670.695051,202,1081.612785
644.293554,190,1081.707311
649.684397,197,1081.806037
638.016936,184,1081.897502
972.229967,256,1082.025276
648.992474,189,1082.119343
659.92668,197,1082.217286
649.947431,193,1082.313161
640.647536,189,1082.407059
640.696194,193,1082.502923
654.808126,195,1082.599816
681.550906,206,1082.704308
637.511622,189,1082.800382
1012.743371,250,1082.927658
648.171202,191,1083.024571
676.087456,207,1083.13003
631.435469,185,1083.223886
632.789677,191,1083.320972
664.320913,198,1083.42155
683.860544,204,1083.525258
627.192995,191,1083.622285
645.141874,190,1083.718838
1004.650844,246,1083.84325
674.962945,201,1083.943071
648.949498,188,1084.036353
669.387101,202,1084.136725
679.56454,203,1084.23767
980.894208,262,1084.368757
573.539657,172,1085.349376
1276.602757,298,1085.611259
1116.353847,281,1085.849119
1363.668618,306,1086.112676
1209.129435,287,1086.360453
1366.603266,304,1086.629371
602.521235,183,1086.787288
1144.232926,265,1087.101299
1134.871701,278,1087.2618
1180.932351,274,1087.409803
1129.794325,275,1087.568825
1164.498946,269,1087.71765
1132.928645,264,1087.858579
1136.086924,276,1088.005258
1003.774227,246,1088.135425
1140.160506,273,1088.281186
1153.118047,268,1088.449845
1101.545121,258,1088.614096
1028.037997,249,1088.758612
1158.057211,271,1088.917081
1164.697458,271,1089.065242
1135.04341,278,1089.20593
1173.444333,276,1089.350095
1152.427925,284,1089.500563
1136.772884,275,1089.642034
875.649311,232,1089.764183
1163.12507,283,1089.912491
1142.882116,275,1090.052087
1155.741946,268,1090.195925
1159.231607,269,1090.343954
1043.965477,252,1090.481424
1027.774959,249,1090.619323
1146.137649,276,1090.780324
1072.158674,254,1090.928184
1148.638333,268,1091.084055
1170.954721,272,1091.241101
1175.233863,285,1091.390038
1023.869423,250,1091.515235
1179.0887,288,1091.660228
919.356579,237,1091.779938
1192.401498,281,1091.922137
1147.648015,278,1092.062472
1171.818674,271,1092.198614
1174.061691,272,1092.341785
883.592982,233,1092.464028
1183.142155,286,1092.615129
1137.391952,274,1092.753247
1128.606524,274,1092.89118
1173.284854,270,1093.026508
1161.617699,271,1093.165226
917.664656,237,1093.284334
1156.381487,267,1093.418375
1164.031572,269,1093.555333
1149.87827,267,1093.690688
1156.883865,283,1093.834401
1158.156579,272,1093.971607
1168.815072,271,1094.108356
1081.358454,255,1095.093298
1070.995972,272,1095.318724
661.340675,196,1095.485924
627.173004,201,1095.652516
640.93471,203,1095.821339
728.379242,195,1095.984251
976.517312,239,1096.18882
1240.839594,287,1096.411114
1146.261361,274,1096.705662
665.339304,210,1096.811852
1218.72702,293,1096.958768
1247.663231,296,1097.107635
885.296931,240,1097.226734
1011.134737,255,1097.353976
1210.664814,288,1097.527366
1041.089935,259,1097.685106
1095.224282,265,1097.837009
1205.298407,291,1098.004812
1582.006771,332,1098.176627
1177.95815,278,1098.316573
1114.016913,268,1098.449372
1072.9119,261,1098.581149
1223.668382,289,1098.724504
891.295699,241,1098.844448
881.440786,236,1098.979624
1037.724945,257,1099.129389
1439.336351,318,1099.313892
1141.740408,273,1099.473737
1062.211059,261,1099.626014
1077.407325,263,1099.779578
1104.940165,268,1099.935035
1256.761131,296,1100.107662
1235.739931,293,1100.277478
1007.924615,254,1100.425517
1141.797706,273,1100.569548
1207.879196,287,1100.714594
910.045743,238,1100.840257
1135.902477,280,1100.988076
1211.349991,288,1101.15274
660.469201,208,1101.281284
1186.841637,289,1101.436279
1195.36166,279,1101.583076
1145.026755,281,1101.729764
1207.385829,282,1101.86955
990.752532,253,1101.997513
1001.714731,255,1102.16084
825.432751,234,1102.289818
1098.33474,266,1102.455608
1053.419623,259,1102.61039
937.032982,247,1102.758721
1020.68784,257,1102.908399
1102.208018,267,1103.059948
1148.026349,271,1103.218447
1220.949505,290,1103.411837
1011.384355,255,1103.56028
924.673983,245,1103.692986
929.278772,246,1103.823048
1219.890672,294,1103.973021
639.066749,202,1104.826012
700.620946,193,1104.968289
1129.197977,282,1105.177389
1082.798025,253,1105.363923
1029.608236,257,1105.555701
1220.341269,293,1105.780303
751.164837,222,1105.945134
1192.523453,293,1106.16108
1003.262471,250,1106.33738
1222.682626,280,1106.476948
1209.39288,277,1106.614497
1082.886364,282,1106.756507
1166.085966,270,1106.890989
1224.981989,282,1107.031181
1239.107817,283,1107.171941
1218.432083,279,1107.311011
1243.928817,289,1107.455687
1115.339737,283,1107.597107
1178.250814,286,1107.73969
1240.866741,291,1107.884987
1200.725209,277,1108.022738
1086.931468,260,1108.152247
1249.496161,293,1108.298281
1111.974012,282,1108.439033
1172.18337,268,1108.572121
1202.336592,286,1108.714412
1223.782719,280,1108.854062
1233.280629,284,1108.998359
1093.5259,260,1109.130223
1239.704007,287,1109.276308
1240.696035,290,1109.423909
1226.463741,282,1109.567471
1085.760869,259,1109.698983
1520.997321,323,1109.863505
1232.510513,288,1110.008069
1226.228838,283,1110.149091
1237.600941,284,1110.290339
1236.238126,287,1110.432963
1237.341432,285,1110.574768
1227.502944,282,1110.715062
1068.232842,257,1110.842942
1069.631349,279,1110.981988
1203.087123,278,1111.11999
1241.227925,288,1111.263026
1079.221062,259,1111.391587
946.663094,244,1111.513366
1429.234869,311,1111.668503
1220.811235,287,1111.811866
1201.401275,287,1111.955052
1331.438454,301,1112.104982
1214.10811,278,1112.243617
1155.041838,280,1112.38318
1058.66355,256,1112.51283
1160.552152,285,1112.658235
1194.666851,274,1112.797374
1180.455082,270,1112.939707
1196.927114,286,1113.082799
1185.420023,272,1113.225215
1209.780545,282,1114.118771
1143.367696,264,1114.321637
1048.645334,252,1114.522742
1229.068916,298,1114.773361
948.66649,250,1114.97014
1183.510013,295,1115.211436
1619.438833,354,1115.514774
1055.182719,273,1115.735398
787.518834,222,1115.858908
642.142477,183,1115.958297
1028.265863,261,1116.098299
651.369991,186,1116.195858
691.752074,193,1116.297328
670.2834,189,1116.425622
645.7513,185,1116.54271
684.110907,192,1116.650069
940.05766,238,1116.78399
692.505537,193,1116.893558
653.936082,185,1116.994556
1041.050126,261,1117.12578
731.688074,202,1117.228304
634.713618,181,1117.318336
674.472158,190,1117.413478
1006.470634,256,1117.54711
737.336139,201,1117.649361
686.243851,190,1117.743834
678.68576,190,1117.846562
703.463056,195,1117.963277
612.286258,177,1118.06012
653.502112,185,1118.166866
627.681691,182,1118.264451
1007.684085,260,1118.395194
691.770671,193,1118.491268
921.782418,235,1118.608874
844.170419,217,1118.719122
683.43504,191,1118.814149
722.119103,199,1118.913633
701.318094,195,1119.016762
739.083291,203,1119.123276
700.624108,195,1119.231233
653.109775,186,1119.344237
723.381426,199,1119.482824
657.725571,187,1119.613317
720.542265,200,1119.728946
710.506563,197,1119.840223
638.014365,182,1119.944812
1012.315907,249,1120.086285
819.894233,213,1120.210222
977.384313,248,1120.355854
915.871906,239,1120.517454
654.825436,187,1120.639431
668.643506,190,1120.762292
1019.373743,265,1120.936479
906.381256,233,1121.086671
989.396474,250,1121.236137
670.291001,190,1121.331892
716.166471,198,1121.432948
723.681473,197,1122.413067
1256.420068,290,1122.65559
1043.466171,264,1122.853886
971.656114,247,1123.044733
965.881152,244,1123.22741
1111.45023,279,1123.467273
1065.919483,281,1123.708405
1062.321579,259,1124.035591
1081.76968,272,1124.172877
663.762508,204,1124.276298
1100.034177,271,1124.412856
1108.439067,272,1124.55087
1075.259503,273,1124.688953
1094.067267,263,1124.820323
1025.84684,252,1124.94616
1152.370998,272,1125.082714
1053.00492,258,1125.213337
1128.788496,272,1125.352366
1114.383739,270,1125.490051
1050.797361,267,1125.627425
1131.691635,271,1125.762988
1137.927469,270,1125.916509
1188.062237,273,1126.070151
1131.033182,267,1126.220921
1134.888824,269,1126.372013
1099.124345,274,1126.526217
1034.323133,255,1126.672096
1197.491971,277,1126.83156
1126.553721,274,1126.988012
1119.014372,275,1127.14519
1141.440553,272,1127.319983
1198.448308,290,1127.506682
1237.904007,295,1127.696423
1127.688632,274,1127.861155
1009.418523,251,1128.002203
1048.378413,254,1128.146493
1029.675815,253,1128.289493
1004.942672,248,1128.448989
1393.473791,307,1128.64408
1068.886746,269,1128.806326
1143.045453,273,1128.945931
1356.183067,304,1129.097202
1156.134052,281,1129.237796
1211.051427,280,1129.376937
1105.412396,264,1129.509087
1095.654748,271,1129.644385
1114.348563,274,1129.780952
1029.008321,252,1129.908249
1051.878561,258,1130.036842
1344.535188,303,1130.187977
1007.573214,252,1130.3164
1086.542167,262,1130.449215
1111.556404,272,1130.584957
1152.593592,274,1130.722355
1041.629943,254,1130.851699
1077.275506,257,1131.000418
1086.629695,270,1131.158277
715.995659,205,1131.997259
901.323456,237,1132.172039
878.346353,227,1132.340835
960.562775,240,1132.518217
1020.720939,270,1132.717804
1063.056316,254,1132.906037
1082.805014,263,1133.100168
1129.320723,271,1133.308073
661.232845,200,1133.50783
637.159313,193,1133.618013
1093.996199,250,1133.754038
1184.288456,271,1133.888482
656.774096,198,1133.986639
707.44122,209,1134.091125
1156.68353,265,1134.226963
982.596129,235,1134.351289
1239.381391,290,1134.506628
1245.543239,288,1134.672815
1247.146617,295,1134.836202
1143.356119,261,1134.965897
707.474161,208,1135.069209
640.716152,195,1135.16597
1202.716226,273,1135.302028
696.928881,206,1135.405184
637.517236,194,1135.501473
1048.025891,245,1135.623552
676.384294,203,1135.727563
1216.37804,278,1135.889117
641.423706,193,1135.999066
1206.04096,288,1136.162884
679.587548,203,1136.27714
1087.632616,250,1136.418173
659.61615,200,1136.532595
633.815639,193,1136.641604
1078.313735,259,1136.78872
1229.041518,284,1136.957066
666.819803,201,1137.084354
1148.083226,262,1137.250383
804.654704,229,1137.396416
743.599053,212,1137.531082
669.452094,200,1137.647086
639.231766,194,1137.770059
629.383192,191,1137.873902
1219.215842,289,1138.021646
645.479979,195,1138.117938
624.779198,190,1138.211817
1243.340214,287,1138.355528
1261.653902,288,1138.498063
1126.96647,257,1138.626005
1231.499078,284,1138.76684
704.632211,207,1138.870417
1223.016076,280,1139.009466
1171.496104,269,1139.143721
1241.273423,292,1139.288834
1246.016826,291,1139.434397
1236.301616,294,1139.589109
635.961359,192,1139.693965
818.705189,220,1139.805361
1106.120461,253,1140.707563
1118.016218,285,1140.917948
1130.486245,265,1141.114799
893.453863,232,1141.308075
1039.809322,261,1141.517079
973.57834,263,1141.738424
1065.632768,257,1141.947727
1120.654238,282,1142.286808
983.854312,255,1142.413942
1103.848642,273,1142.567755
1078.418805,268,1142.70998
1061.392138,266,1142.842747
1047.762532,280,1142.981922
980.703273,254,1143.10931
1082.999924,280,1143.2494
1032.915632,262,1143.379509
1086.471933,269,1143.513621
861.081823,241,1143.635912
1117.006078,278,1143.796922
921.12922,248,1143.940835
991.959404,256,1144.082573
1112.495662,276,1144.220879
1259.207391,306,1144.373681
844.09153,239,1144.493444
900.836736,245,1144.633337
1116.905301,276,1144.791896
1073.184507,268,1144.947216
1571.696851,337,1145.133739
1124.497899,278,1145.27252
1037.529633,277,1145.431863
1046.33837,280,1145.579268
1121.353787,280,1145.726306
1037.304001,276,1145.872135
1050.997741,280,1146.020754
1062.175539,285,1146.1715
1016.092629,259,1146.308122
1051.201593,265,1146.447869
951.657792,251,1146.588961
1069.280914,268,1146.742961
1110.913529,275,1146.889133
1123.634372,283,1147.033017
1041.432359,274,1147.172673
932.168104,248,1147.301259
1126.750834,282,1147.449976
1004.801913,258,1147.586056
1045.131208,277,1147.73795
1121.129954,278,1147.898201
1024.660577,260,1148.04931
1117.229469,276,1148.194872
1570.990054,337,1148.372814
1163.61328,293,1148.528047
1024.88059,261,1148.665638
1124.458768,279,1148.812742
1115.146937,277,1148.953084
1016.882509,261,1149.100343
1131.41024,286,1149.267092
1310.739612,312,1149.435341
937.310167,248,1150.320647
1090.877323,278,1150.565184
763.152042,222,1150.751765
1262.404681,296,1151.004402
850.094065,219,1151.176859
852.254563,234,1151.349209
1024.011858,259,1151.549923
1150.456778,284,1151.77809
1151.7235,275,1151.957765
1099.901439,275,1152.118999
984.616296,235,1152.23692
1079.424692,262,1152.377945
839.052331,209,1152.482208
1088.756525,275,1152.621333
883.713455,217,1152.730593
1087.554984,263,1152.862068
1151.579636,274,1152.998617
923.057794,224,1153.109784
1120.128842,276,1153.253644
1090.149821,263,1153.384707
856.525473,211,1153.489609
1129.721706,278,1153.630317
957.191649,240,1153.752903
1073.754287,259,1153.885636
1048.924528,246,1154.008338
1107.905645,275,1154.145394
969.062141,232,1154.260726
1131.234147,268,1154.392845
862.511762,213,1154.5009
1117.018896,266,1154.633611
865.36314,214,1154.740431
956.246934,240,1154.860008
916.846428,223,1154.97139
995.946222,236,1155.091383
885.69487,217,1155.199816
1153.006208,271,1155.337476
964.022579,231,1155.455733
1105.367994,276,1155.596806
895.711672,219,1155.708143
870.446036,213,1155.816296
1137.84294,269,1155.953427
1120.6632,261,1156.085677
1133.208454,278,1156.224071
862.831924,213,1156.337892
857.762475,211,1156.459366
921.429692,223,1156.578607
1088.626935,276,1156.732107
1033.592601,243,1156.859874
1118.332988,272,1157.001263
994.621173,236,1157.124834
1017.478371,249,1157.254294
1117.268096,276,1157.396203
1131.419104,267,1157.546257
1076.481322,252,1157.691194
1031.421869,244,1157.833092
1090.56247,255,1157.961647
1124.106362,274,1158.121317
1016.566179,240,1158.262669
950.164196,230,1159.306879
1168.178894,282,1159.544888
1127.946795,277,1159.775258
941.079296,226,1159.983643
636.858887,191,1160.155979
788.00613,223,1160.322454
601.269354,178,1160.471291
1120.546295,275,1160.691365
1175.950468,276,1160.965344
914.027939,239,1161.086152
1170.241089,282,1161.227177
1152.842462,288,1161.37245
1021.066432,251,1161.499452
1033.27253,253,1161.638878
1185.964052,279,1161.803173
1166.780962,285,1161.969929
1146.149017,287,1162.113683
964.808129,245,1162.237749
1165.779008,284,1162.3836
1164.543639,281,1162.528349
1077.691043,259,1162.659732
1159.92338,282,1162.801716
1188.800108,280,1162.955848
1180.455611,277,1163.135537
1166.924506,275,1163.317236
1023.533544,252,1163.473356
1157.899664,273,1163.636482
1034.1857,254,1163.783684
1151.35388,275,1163.961834
1184.57509,279,1164.121772
1180.348365,281,1164.280004
1058.274167,256,1164.435431
1172.453126,275,1164.599711
1168.62335,282,1164.759025
1095.230423,262,1164.902696
1169.477537,284,1165.061756
1140.958563,270,1165.196925
1050.097957,255,1165.324419
1185.913797,279,1165.465752
1183.723807,278,1165.61973
1173.55342,276,1165.765192
1164.752638,289,1165.909619
1017.153248,251,1166.035204
1080.542386,260,1166.166107
1178.033565,278,1166.311672
1147.174466,282,1166.477516
1171.171604,282,1166.623309
1035.501351,252,1166.753341
1165.858838,285,1166.898004
1109.93629,265,1167.031531
1146.596905,271,1167.167065
1121.621954,268,1167.304579
1182.358732,281,1167.452658
1254.063841,298,1167.609516
1140.481372,272,1167.768399
995.847969,248,1167.913237
1176.182489,279,1168.060433
1051.196331,255,1168.192628
1105.983821,265,1169.267688
923.588635,241,1169.46745
1121.310515,268,1169.683419
1223.28162,289,1169.914751
624.529333,188,1170.08655
932.772143,245,1170.298487
1087.842376,257,1170.493827
1278.936503,303,1170.876806
919.510692,230,1170.999996
1180.057804,278,1171.159481
1118.604014,258,1171.308627
1181.778798,276,1171.452262
1037.01658,258,1171.581494
1129.402458,267,1171.71401
649.545819,201,1171.814788
993.433391,239,1171.93395
700.637877,207,1172.037127
1082.631514,255,1172.18001
702.63975,207,1172.297473
1123.064205,267,1172.451946
711.332474,210,1172.560511
1113.120943,266,1172.693921
1165.375518,281,1172.848861
1122.131432,267,1173.015075
1203.018785,285,1173.197361
667.202671,205,1173.329249
664.214063,203,1173.445274
1063.624086,251,1173.587543
631.912042,194,1173.698705
1093.933272,256,1173.847395
1154.734763,271,1174.004012
643.331309,199,1174.120148
641.24624,197,1174.235885
1113.656457,266,1174.40083
1021.545515,243,1174.539161
1153.134244,287,1174.68753
627.224241,193,1174.785555
1175.297643,280,1174.936735
1176.157176,271,1175.073144
1250.474864,294,1175.221523
1200.618371,284,1175.364608
1180.540751,291,1175.51339
1183.46369,277,1175.660675
1532.949062,329,1175.830579
857.313056,224,1175.943837
1179.096596,277,1176.083617
1156.396154,286,1176.227983
1159.274107,283,1176.373071
1155.869002,285,1176.516644
1320.83137,303,1176.669317
1216.260752,285,1176.812635
1190.045394,278,1176.956557
1267.134036,295,1177.107361
1182.719304,273,1177.248156
1180.298512,277,1177.407233
1184.506449,277,1177.568486
1110.224843,266,1177.720131
610.854249,186,1178.581244
1002.458218,247,1178.766243
953.400013,238,1178.951289
1005.442826,253,1179.14781
1237.677895,291,1179.365699
1064.966467,261,1179.5835
589.188174,183,1179.744501
1021.432566,251,1179.956935
894.01042,218,1180.208467
832.478655,207,1180.325578
1026.632413,269,1180.479081
1071.592444,262,1180.627434
1062.358783,251,1180.76925
989.438592,236,1180.902068
1027.98332,244,1181.040047
1078.428998,262,1181.182705
1080.585309,256,1181.312964
1065.28909,262,1181.443429
1038.304686,246,1181.567196
1011.163073,272,1181.702922
1036.166877,245,1181.826379
1029.533322,244,1181.948096
1022.602114,243,1182.071112
1028.51502,268,1182.206863
1082.520712,262,1182.337241
1069.83099,261,1182.467399
1011.471948,273,1182.603655
1086.957489,261,1182.734791
864.389063,213,1182.840967
910.010009,221,1182.954085
1035.573015,267,1183.091129
937.62607,226,1183.206762
1052.068063,265,1183.340546
1050.578209,248,1183.466762
1088.279794,257,1183.598653
1078.805809,256,1183.728617
1033.827027,273,1183.86931
1028.174519,267,1184.003384
1001.655426,272,1184.139878
1065.407562,252,1184.267341
1077.472574,260,1184.404271
983.116464,235,1184.52838
1068.254456,254,1184.656575
1073.894949,253,1184.782794
1073.887741,255,1184.909868
1038.426643,273,1185.046248
1014.764632,271,1185.182845
1034.871677,246,1185.305473
1039.211385,246,1185.428908
1071.982272,261,1185.560882
1080.762518,255,1185.689141
972.687833,232,1185.808992
1041.340483,248,1185.936455
1011.474905,241,1186.058791
1065.516995,264,1186.191147
990.254741,236,1186.308568
1020.326575,268,1186.443501
1052.85632,249,1186.570432
614.000701,173,1187.406589
859.098913,223,1187.572828
1048.657163,273,1187.776157
664.739611,200,1187.926677
999.741646,254,1188.117222
1186.219612,287,1188.328397
1003.706147,247,1188.510585
1096.558394,266,1188.708435
1116.537427,270,1188.952081
1039.611638,274,1189.090123
1062.722305,258,1189.218638
1044.952608,253,1189.344867
1019.237072,249,1189.471758
1061.658426,262,1189.605065
1055.23623,263,1189.737039
1052.551624,255,1189.866988
1024.967683,268,1190.001241
1052.454286,261,1190.134169
1025.730066,249,1190.262282
1120.559112,271,1190.40043
1049.500522,257,1190.532492
1040.996837,274,1190.673656
1116.766047,270,1190.809271
1023.805781,269,1190.947751
1115.227008,270,1191.08733
1053.356171,256,1191.215909
1095.264225,269,1191.355008
1037.879434,263,1191.512678
1058.350692,261,1191.665365
1069.67333,265,1191.820366
1050.804153,260,1191.971857
1065.139016,258,1192.125622
1118.361208,273,1192.282527
1082.874683,268,1192.436276
1052.570453,261,1192.587381
1062.863873,262,1192.738759
1056.773023,260,1192.887416
1100.585508,270,1193.045155
1057.308142,262,1193.215375
1033.808759,251,1193.37902
1060.239995,257,1193.530538
1055.03881,256,1193.66155
1076.659366,265,1193.809099
1050.408757,256,1193.95807
1057.378031,262,1194.12429
994.717049,246,1194.282156
1056.583687,263,1194.439229
1056.25431,265,1194.601925
1114.847102,270,1194.760847
1072.223344,266,1194.90545
1114.870954,270,1195.042961
1044.508273,252,1195.171456
1076.511965,266,1195.30905
1055.613084,265,1195.449795
1040.272442,251,1195.580586
1055.124311,258,1195.711693
1071.74483,266,1195.845676
1016.987055,249,1195.971345
881.82466,215,1196.940937
941.225343,241,1197.142607
1095.623022,252,1197.358809
1108.68729,259,1197.562992
1115.523662,262,1197.760161
1111.888808,289,1197.977704
1003.756627,259,1198.17099
914.675668,233,1198.346084
1041.970833,261,1198.518445
1053.494937,269,1198.654088
1042.416527,262,1198.787083
997.622986,245,1198.916424
1042.037854,265,1199.067918
1034.172532,254,1199.21149
921.799131,226,1199.341105
1040.349038,269,1199.497351
1024.024382,250,1199.645246
964.368951,241,1199.782646
896.31274,223,1199.908825
951.784422,239,1200.045872
1026.691778,250,1200.187779
1047.235469,260,1200.339084
1057.30564,255,1200.487833
1010.080194,243,1200.62951
990.763077,240,1200.765687
1040.038194,252,1200.912398
963.574962,235,1201.045928
1008.669386,242,1201.184345
1057.411215,257,1201.328403
985.143727,243,1201.457683
1035.505886,269,1201.593269
1000.680832,246,1201.717277
939.171527,236,1201.841784
1014.290464,248,1201.973733
1034.417652,255,1202.102636
954.205059,239,1202.225985
955.424422,233,1202.345399
1031.185955,251,1202.477546
968.535901,241,1202.602153
965.356695,242,1202.726341
1050.791438,270,1202.863133
969.667404,242,1202.987637
990.610325,245,1203.114627
1066.718276,260,1203.244816
847.771662,215,1203.355254
982.292281,238,1203.477371
1002.895982,242,1203.601578
1055.218155,257,1203.732373
1079.039268,271,1203.869319
958.352962,233,1203.986824
955.598505,239,1204.109603
969.074378,242,1204.2332
946.585676,238,1204.354988
972.519517,242,1204.48096
1041.251387,260,1204.613774
945.62154,237,1204.735763
938.874666,237,1204.85763
1053.194084,257,1204.988209
1010.17831,249,1205.975625
1214.004529,277,1206.219438
1247.141414,299,1206.473055
928.679126,228,1206.670258
1070.948741,270,1206.910161
1092.651483,257,1207.136813
1032.434288,266,1207.363097
1165.490918,292,1207.67481
1181.532309,291,1207.820218
1251.865677,305,1207.972208
1166.622656,280,1208.112616
1178.170616,294,1208.259983
1086.383814,282,1208.404003
965.003791,252,1208.538881
1172.233014,287,1208.693197
1461.382286,325,1208.864835
1104.605517,283,1209.013761
1230.506381,295,1209.1689
1088.619941,285,1209.319904
1083.204947,279,1209.46675
1007.268294,257,1209.601671
1188.251793,296,1209.75677
1174.926162,279,1209.913324
1105.912339,285,1210.07678
1228.627705,293,1210.249802
1041.789768,261,1210.401158
1175.22494,285,1210.565022
1219.74849,293,1210.732086
1281.282671,301,1210.906286
1220.42109,284,1211.073312
1130.649159,271,1211.230617
1172.148989,285,1211.395222
1102.226288,283,1211.55758
1172.117097,280,1211.735888
1080.415103,282,1211.917636
1070.259903,265,1212.078807
1083.613836,285,1212.239852
1156.516575,275,1212.39717
808.115354,226,1212.520337
1265.332844,305,1212.677268
1613.970217,341,1212.848043
1073.078192,280,1212.988236
1066.582035,264,1213.120407
1196.768684,298,1213.273244
1165.810655,279,1213.412711
1182.709893,295,1213.579154
1010.493791,257,1213.728751
1264.826518,301,1213.906026
876.50638,235,1214.045159
1020.086211,258,1214.187971
1079.506218,281,1214.329728
1507.2315,326,1214.494914
1197.296115,297,1214.643776
1147.196096,274,1214.783515
1073.459325,279,1214.925835
1292.251882,307,1215.083627
1171.125366,287,1215.232292
584.155075,180,1216.116815
1187.413915,283,1216.32781
1176.002856,284,1216.53882
1242.472306,296,1216.786848
1084.419353,250,1217.014215
1035.208288,264,1217.220546
950.849497,242,1217.406775
1038.108299,269,1217.759907
968.364354,250,1217.907318
791.943733,228,1218.039336
1039.068552,259,1218.19452
1006.290191,250,1218.341216
951.834604,240,1218.481493
939.436843,239,1218.624897
1056.786217,262,1218.79406
865.564979,233,1218.944408
860.066516,231,1219.078663
976.688345,250,1219.223649
1038.458807,258,1219.375066
948.874979,240,1219.516377
1059.883795,263,1219.666938
1045.557543,257,1219.815589
1036.141565,268,1219.968531
1037.843028,269,1220.108909
1034.152859,268,1220.242816
933.434056,247,1220.36642
1036.687049,269,1220.501778
1007.108264,256,1220.631575
999.002286,249,1220.756252
948.228005,247,1220.879194
976.194821,245,1221.001453
1031.008003,258,1221.131048
1037.77312,269,1221.26591
1055.902177,263,1221.397472
815.029962,231,1221.512803
1034.739018,268,1221.64681
1089.457615,266,1221.781559
781.192085,225,1221.893669
1041.763087,260,1222.023298
1204.796655,277,1222.167827
975.817592,251,1222.293009
996.090907,253,1222.420285
1042.636073,268,1222.554282
1047.151984,262,1222.684906
937.730119,238,1222.806818
1026.574239,268,1222.944678
1019.16482,253,1223.073653
1036.921873,266,1223.208431
1158.574707,272,1223.344891
780.887023,224,1223.456845
1044.005042,265,1223.593508
1064.408475,262,1223.727404
949.729719,242,1223.851249
1350.629261,287,1223.994292
895.457593,235,1224.11339
782.473887,225,1224.22636
953.319396,240,1224.346373
1036.236758,253,1225.284374
1001.378359,232,1225.460984
719.584936,210,1225.619555
1192.805055,293,1225.839843
1117.699962,269,1226.0429
1106.074162,262,1226.23742
1292.55406,300,1226.461047
1081.541191,256,1226.779335
1090.699321,258,1226.91077
964.142463,241,1227.031245
1001.494036,247,1227.154632
1020.670825,266,1227.289746
1020.074363,250,1227.41585
938.65967,237,1227.535931
1071.542109,260,1227.667868
1069.249182,265,1227.801185
977.74319,242,1227.925156
1073.189884,265,1228.057615
989.825181,244,1228.179413
1070.296549,261,1228.310642
1088.15285,256,1228.441105
1077.523323,262,1228.573834
1011.145024,248,1228.703419
1085.044792,263,1228.836618
993.450165,245,1228.967407
1034.845261,253,1229.101273
1025.357743,267,1229.242991
1067.864575,260,1229.380071
973.566921,242,1229.509144
1050.9087,256,1229.646787
968.137597,241,1229.784996
1026.650618,266,1229.936729
947.974843,238,1230.072576
964.535018,241,1230.210933
1007.372158,268,1230.365809
1006.490482,266,1230.516389
1063.506053,259,1230.664739
993.601978,245,1230.804737
938.956044,237,1230.941596
1096.460189,266,1231.096163
1021.303333,249,1231.24026
1079.29908,262,1231.391853
947.059128,238,1231.528074
1086.748831,263,1231.677784
1106.407562,265,1231.8282
1063.753057,260,1231.977593
1073.845638,262,1232.127199
996.269787,246,1232.269707
1066.871441,261,1232.419012
1051.212104,257,1232.566505
1056.11597,271,1232.721627
1037.181215,253,1232.869688
1011.530658,268,1233.022707
1055.458029,257,1233.161604
973.587602,242,1233.285778
1048.330605,256,1233.415793
1022.486934,251,1233.543292
703.95538,197,1234.386894
1121.297919,275,1234.589753
1098.412747,270,1234.795236
1116.576244,270,1234.998759
1218.513102,279,1235.205368
1196.750913,295,1235.429993
1017.135048,253,1235.616348
1124.419922,274,1235.921471
1126.973504,274,1236.057987
1105.433575,263,1236.188762
702.34255,212,1236.294915
1091.099768,276,1236.433512
979.596654,252,1236.559681
967.508385,251,1236.685925
1122.26045,275,1236.82417
1231.305122,296,1236.974684
1110.80558,271,1237.109849
1121.116353,273,1237.24613
1231.870587,296,1237.393872
1072.984744,280,1237.53434
1106.02195,273,1237.671283
1097.000924,266,1237.806928
1038.268463,261,1237.938523
1043.895993,262,1238.07076
1065.434111,258,1238.199374
1074.134195,281,1238.339497
1111.799917,280,1238.479043
1114.450088,271,1238.616243
1044.780121,256,1238.743662
1068.741792,280,1238.882927
879.494151,234,1238.99986
