#{"t_start": 1738173668.0426607, "env_id": "CustomHopperWithObstacles-source-v0"}
r,l,t
691.340466,202,2033.569536
1004.737536,245,2033.693327
1027.10806,260,2033.823163
1011.013968,255,2033.95198
652.836083,194,2034.050374
1022.76406,254,2034.180018
665.285599,199,2034.279177
984.994158,243,2034.400012
722.072599,213,2034.505647
1037.357201,259,2034.634491
724.320481,203,2034.736918
658.917701,199,2034.836533
691.323642,199,2034.935319
1027.682059,250,2035.059669
692.749317,196,2035.156966
964.88795,244,2035.278522
727.815117,212,2035.384687
660.074683,198,2035.482999
766.440712,216,2035.590384
712.9777,211,2035.695086
648.95277,192,2035.79035
692.576616,203,2035.891013
788.338881,222,2036.001901
1038.829242,276,2036.139437
726.398181,213,2036.245081
1023.222155,250,2036.369334
1038.978084,257,2036.497422
648.714262,188,2037.405195
973.834911,244,2037.61021
1193.068455,284,2037.8499
956.172525,244,2038.055684
1242.86516,280,2038.298389
1155.503786,278,2038.535611
947.283524,231,2038.728395
715.598389,221,2038.912532
1002.939723,272,2039.145569
1006.588773,272,2039.299668
999.276852,268,2039.451158
998.474368,267,2039.60371
1002.259304,265,2039.754023
1004.902571,264,2039.904958
1001.804081,264,2040.05876
1009.728829,264,2040.21213
992.356277,264,2040.3622
1016.510567,274,2040.518074
1001.406919,270,2040.672066
1010.808191,270,2040.827135
1032.979138,268,2040.979744
1023.577866,267,2041.13141
1001.654421,272,2041.29084
997.54952,268,2041.449121
1002.736646,271,2041.610384
1014.794243,262,2041.788152
1007.361735,270,2041.964019
1008.552228,262,2042.134456
1011.301614,267,2042.328745
996.037255,264,2042.520569
1000.282246,270,2042.706616
1001.460683,269,2042.866034
1004.067119,265,2043.037427
1007.274186,263,2043.225586
1006.422595,273,2043.404975
1002.152305,269,2043.569817
1018.610189,263,2043.703232
996.455231,263,2043.835837
1175.332613,292,2043.982451
1096.329899,281,2044.12419
1000.106589,272,2044.260307
1006.411248,271,2044.396031
1003.307477,270,2044.546938
1005.260087,271,2044.696257
997.161068,263,2044.864196
1008.229241,261,2045.025405
1007.637599,272,2045.181441
1198.685893,295,2045.342429
1004.439557,269,2045.487725
995.580063,264,2045.628161
1001.503336,270,2045.774137
1008.506367,262,2045.917848
1019.077024,262,2046.057146
1003.303348,269,2046.223053
1005.015281,265,2046.391305
1010.334814,271,2046.551191
986.345367,263,2046.703725
1005.425293,271,2046.851103
898.370978,216,2047.811787
1032.555864,297,2048.078178
942.471607,230,2048.2718
1054.526538,239,2048.470499
1177.306705,273,2048.686962
1185.410247,282,2048.91659
1037.010815,262,2049.139015
1018.181111,241,2049.341782
1011.2679,258,2049.526371
978.554265,263,2049.701478
1010.570928,265,2049.863043
1020.225666,271,2050.004883
1010.809389,267,2050.138579
1012.177577,261,2050.27
1027.471223,273,2050.406392
1006.574165,268,2050.540328
1018.957731,259,2050.669839
1002.971699,262,2050.802207
1009.617251,263,2050.933669
1005.669184,267,2051.067064
1010.571194,266,2051.203315
1011.799245,263,2051.337996
999.362636,264,2051.472545
1007.711433,261,2051.603021
1017.298563,270,2051.738256
996.825267,266,2051.871076
1021.30705,258,2052.000578
1008.625404,262,2052.131408
1004.809799,267,2052.264818
1005.959906,262,2052.395793
1011.134999,257,2052.525496
1013.624787,269,2052.661207
1017.093648,265,2052.793996
1034.646426,273,2052.931768
1005.254387,267,2053.068736
1009.003532,264,2053.204733
1031.624483,274,2053.341733
1030.636213,270,2053.476805
1011.379961,256,2053.604765
968.863772,264,2053.738061
998.903102,266,2053.872696
1015.956269,265,2054.005207
1011.520159,261,2054.135566
1014.592516,268,2054.269431
1014.373323,276,2054.408611
1034.725606,274,2054.545577
1011.133882,261,2054.67566
1015.606314,275,2054.816197
1010.434371,258,2054.948041
1036.536591,271,2055.085454
1019.651617,272,2055.221648
1013.932496,268,2055.35587
1006.693188,265,2055.488575
1010.286932,258,2055.618614
1008.243484,260,2055.748875
1009.455717,263,2055.880919
1019.896505,269,2056.015275
1013.905007,260,2056.145405
1052.949821,269,2057.024533
1044.869777,263,2057.218661
927.878565,232,2057.389608
901.757732,246,2057.573545
1663.015068,332,2057.817788
838.690077,208,2057.971295
889.94997,219,2058.133404
779.781858,228,2058.464908
1061.232514,274,2058.602571
956.599023,243,2058.725063
973.830106,253,2058.851827
1075.116954,270,2058.986811
1065.457023,266,2059.119636
1068.093417,266,2059.253473
998.912679,259,2059.382921
1050.170758,264,2059.514772
762.606054,225,2059.627496
949.478764,251,2059.752905
802.887262,230,2059.870217
753.405283,223,2059.981923
767.687648,226,2060.095018
1070.100874,269,2060.229339
761.880711,225,2060.341973
849.232324,232,2060.458564
897.206588,243,2060.579903
946.197516,251,2060.705309
1063.485036,268,2060.839352
918.048286,239,2060.95921
1031.435723,261,2061.090448
973.572895,244,2061.213799
819.085335,234,2061.333217
1062.168676,265,2061.468448
971.410833,255,2061.599541
788.381329,230,2061.714709
950.50526,263,2061.846864
763.287796,225,2061.959496
1071.348812,272,2062.095346
936.721107,260,2062.226403
1036.613391,262,2062.356847
756.336828,223,2062.468183
935.295074,264,2062.600152
823.834201,235,2062.717414
882.251967,243,2062.840137
1003.522159,270,2062.975072
1064.27849,271,2063.110694
1032.81936,260,2063.243755
749.375785,222,2063.357441
1050.670476,264,2063.491161
786.672264,245,2063.614154
989.996975,257,2063.742736
1002.288019,257,2063.871389
1047.557371,267,2064.005674
879.136858,242,2064.126735
907.773463,245,2064.249399
1073.33659,268,2064.383245
872.246595,242,2064.504157
1071.799363,274,2064.641786
1082.315451,246,2065.576864
968.725525,236,2065.752005
1338.874571,307,2065.979504
1517.625231,318,2066.213728
1132.408336,272,2066.415905
1108.936313,279,2066.622951
940.233378,240,2066.806779
1050.00196,269,2067.069947
1073.252222,262,2067.200805
1065.737809,267,2067.33413
1099.247754,273,2067.470044
1061.203783,259,2067.600138
1072.212068,267,2067.733371
1035.094593,256,2067.861309
1046.696493,262,2067.99214
1069.407874,272,2068.127774
1045.703746,257,2068.256574
1064.67728,269,2068.391012
1079.235029,262,2068.522176
1060.892874,260,2068.655076
1019.163433,270,2068.793731
1046.353577,268,2068.928808
1048.940838,258,2069.057535
1063.932906,266,2069.190341
1050.152916,263,2069.321817
1087.014114,265,2069.454941
1033.223486,257,2069.583344
1053.629373,268,2069.717383
1011.486704,253,2069.865204
1043.658656,268,2070.023128
1042.000643,265,2070.184157
1091.593598,269,2070.319891
1045.410573,258,2070.449024
1062.332051,262,2070.582045
1086.211619,262,2070.737968
1040.253022,266,2070.896407
1065.442006,270,2071.041729
1057.81755,269,2071.17598
1076.098875,273,2071.314146
1039.289887,271,2071.449572
1089.597332,272,2071.586445
1049.857462,271,2071.746747
1061.240161,262,2071.905359
1056.737354,261,2072.052163
1056.689944,259,2072.189147
1066.451172,267,2072.329983
1053.99137,265,2072.471156
1065.667305,265,2072.610995
1049.735662,270,2072.754539
1101.297122,265,2072.893897
1051.414926,270,2073.03665
1035.673762,257,2073.176029
1046.373267,260,2073.328247
1052.887811,268,2073.485324
1080.740511,268,2073.630304
1038.966903,270,2073.76572
1063.048611,266,2073.898869
1024.39776,266,2074.79237
1140.455575,272,2074.993814
1227.966666,281,2075.200812
1056.499612,258,2075.391102
962.575448,242,2075.570206
997.069724,233,2075.744102
1124.609443,280,2075.959088
1048.67045,267,2076.266956
1084.119159,266,2076.400204
1069.492939,260,2076.530412
1052.679747,271,2076.687684
1076.590213,264,2076.843959
1092.714545,270,2076.998584
1068.778966,265,2077.150018
1083.525987,263,2077.299904
1065.936505,260,2077.447369
1097.095543,264,2077.599102
1043.782024,270,2077.756077
1076.898166,262,2077.906959
1042.903062,261,2078.055332
1100.84711,266,2078.206557
1059.124877,263,2078.356122
1079.990021,262,2078.500621
1038.021292,274,2078.640984
1077.607595,265,2078.774672
1091.371405,260,2078.921633
1070.823645,265,2079.079696
1103.3135,268,2079.237713
1079.037689,264,2079.371469
1090.288789,269,2079.506501
1084.154284,269,2079.643192
1094.735476,263,2079.775532
1041.990189,270,2079.911567
1085.329144,261,2080.046831
1095.229064,263,2080.200152
1077.778685,264,2080.357358
1074.818699,265,2080.515328
1048.356271,274,2080.679621
1068.156169,271,2080.829565
1052.822639,265,2080.970299
1064.440187,272,2081.113874
1028.580663,273,2081.258038
1089.651972,263,2081.412875
1062.970839,262,2081.566872
1040.379411,269,2081.719376
1042.934954,271,2081.880767
1078.349344,262,2082.032364
1084.587857,264,2082.183378
1056.436245,256,2082.320541
1047.742745,269,2082.458258
1059.604692,270,2082.595343
1084.34393,266,2082.731215
1042.93608,269,2082.868173
1069.264123,266,2083.026622
1085.520127,269,2083.194469
1045.273086,269,2083.3398
1058.457569,270,2083.475997
1149.558577,283,2084.445665
985.044209,245,2084.651776
1130.539407,269,2084.871022
1047.608589,253,2085.080301
929.520085,233,2085.26041
1094.554694,252,2085.478303
951.082115,244,2085.682148
990.763961,242,2085.894483
858.498651,223,2086.058878
858.811935,224,2086.206863
879.533741,226,2086.33849
887.173952,228,2086.467258
907.838915,230,2086.597058
974.827863,242,2086.728985
986.758599,246,2086.861091
896.024484,228,2086.988955
895.79296,228,2087.122176
988.427242,245,2087.267111
993.125087,247,2087.405516
958.262339,237,2087.538236
958.347172,240,2087.679503
994.745133,245,2087.823349
905.000233,229,2087.954681
898.100405,229,2088.072848
873.814466,225,2088.19184
908.959954,230,2088.312758
912.111909,230,2088.433841
994.936262,246,2088.563471
914.595699,231,2088.683288
1005.168118,247,2088.806673
910.763422,231,2088.926586
1080.08922,253,2089.080183
993.52448,245,2089.21126
877.636858,225,2089.330576
880.709584,226,2089.443975
889.958453,228,2089.573478
1008.324169,244,2089.748403
907.360985,229,2089.907931
936.26856,235,2090.054984
996.541048,247,2090.19505
918.330655,231,2090.325991
922.329847,231,2090.466756
910.445835,231,2090.619028
1005.001607,247,2090.783698
962.248781,239,2090.922176
922.116253,233,2091.056087
944.93038,235,2091.189515
907.14777,230,2091.318526
987.997806,246,2091.4587
1170.867355,264,2091.615035
931.801855,235,2091.754537
936.018471,234,2091.879028
889.525865,228,2091.995368
958.296086,240,2092.120797
1005.489228,248,2092.255852
884.413555,226,2092.375506
916.363337,232,2092.498348
889.09603,227,2092.61272
836.572221,211,2093.576639
1132.545144,277,2093.821588
1021.757117,259,2094.071405
1161.962051,276,2094.304065
723.173783,224,2094.494657
1133.645251,281,2094.732048
1059.414116,265,2094.95249
1073.52853,269,2095.300314
1079.147508,266,2095.433338
1013.195352,274,2095.571095
1032.116963,271,2095.706662
1065.25726,271,2095.843104
1021.56886,278,2095.982056
1019.022143,274,2096.122304
1084.140927,262,2096.255747
1021.685449,276,2096.397283
1092.447194,264,2096.529008
1084.935153,270,2096.66349
1093.051305,264,2096.799774
1012.513138,276,2096.947181
1085.996419,268,2097.08883
1014.259451,273,2097.232891
1005.481983,272,2097.376559
1010.96167,275,2097.524679
1094.39374,267,2097.659113
1066.836159,270,2097.794161
1095.603198,264,2097.931792
1059.281132,266,2098.07898
1086.264727,269,2098.218812
1002.831168,276,2098.364464
1026.849767,272,2098.507875
1105.186688,268,2098.649554
1084.332297,262,2098.787579
1056.130168,267,2098.929032
1061.330248,269,2099.072157
1063.728485,270,2099.211814
1044.873473,270,2099.361252
1102.795316,265,2099.518141
1070.560742,268,2099.670082
1078.448433,271,2099.80602
1076.147175,266,2099.941164
1068.628314,270,2100.075911
1103.729868,267,2100.208553
1087.168339,266,2100.356681
1074.049835,267,2100.512707
1022.741746,274,2100.672597
1054.457119,266,2100.827878
1097.019841,270,2100.969811
1077.804345,267,2101.103411
1036.580274,273,2101.240449
1083.614356,268,2101.374765
1054.937908,269,2101.509502
1111.442247,269,2101.644595
1095.851404,271,2101.784859
1074.743281,268,2101.938899
1042.571066,270,2102.097474
1101.522332,269,2102.254115
1052.281165,261,2103.153086
1086.920205,284,2103.362153
1221.055558,284,2103.574479
799.495626,207,2103.726463
1186.784239,272,2103.926408
806.812474,218,2104.093266
1050.425668,252,2104.300961
1035.935971,229,2104.655598
1185.507707,249,2104.781862
1161.128204,253,2104.910912
1017.063843,245,2105.041066
1085.465106,235,2105.172504
1191.253156,252,2105.326134
1131.67919,241,2105.455389
1067.874689,233,2105.573388
857.12243,205,2105.678911
1122.080568,241,2105.802033
1058.302365,232,2105.918148
1104.851851,238,2106.036517
1127.765875,241,2106.156863
1137.149845,242,2106.277029
1178.487603,250,2106.4034
1191.586251,252,2106.528943
1146.287781,253,2106.657022
1229.749206,257,2106.791665
1123.415368,251,2106.922058
1182.954516,248,2107.05513
1178.947981,248,2107.198335
1136.791944,252,2107.338785
1181.769478,253,2107.475001
1145.224421,253,2107.606685
1142.407772,243,2107.749295
1116.492933,238,2107.891936
1071.073204,234,2108.010442
1170.155266,250,2108.146263
1147.868846,244,2108.272733
1066.678588,233,2108.389006
964.282352,221,2108.499115
1178.256965,248,2108.626273
1103.599222,238,2108.744887
1177.429999,248,2108.869338
1170.275031,254,2108.996707
1161.149291,245,2109.125008
835.845244,202,2109.255433
1118.242274,244,2109.402002
1185.302503,249,2109.548996
1174.092433,254,2109.694103
1106.222624,237,2109.832999
1114.077845,252,2109.980288
1088.165726,242,2110.118225
1008.619053,225,2110.251415
1137.643097,243,2110.406351
1095.325356,251,2110.55099
1089.386761,235,2110.684675
1133.941666,241,2110.821656
1106.653272,238,2110.954411
1178.450447,248,2111.085639
683.682208,186,2112.091187
1134.412191,274,2112.343007
958.187739,229,2112.533846
1134.166155,265,2112.755646
628.857378,190,2112.9068
1124.549061,264,2113.103498
1036.813248,258,2113.295215
1018.892614,274,2113.502703
1243.641364,281,2113.737076
1311.131133,283,2113.879972
1223.245151,280,2114.023037
1313.515452,285,2114.16776
1038.859781,269,2114.304614
1308.273895,282,2114.447263
1162.139388,262,2114.580094
1040.430535,268,2114.715324
1095.265485,272,2114.858788
1317.902472,282,2115.024555
1257.763192,282,2115.189498
1099.11278,252,2115.332129
1309.983159,281,2115.493653
1235.468421,280,2115.634485
1340.486654,281,2115.776047
1037.0349,269,2115.912936
1138.210422,274,2116.050796
1067.187542,251,2116.176664
1123.628166,258,2116.31061
1049.839488,250,2116.438081
1349.642523,282,2116.580812
1107.19074,270,2116.716735
1073.95995,270,2116.855136
1309.802905,283,2116.99895
1159.537666,262,2117.131039
1302.809649,282,2117.293267
1290.742088,285,2117.440133
1095.160949,251,2117.567951
1036.569786,248,2117.693968
1076.205599,250,2117.81984
1200.21914,279,2117.960365
1099.757013,255,2118.08986
1195.999122,277,2118.229772
1117.877684,271,2118.366283
1310.906387,283,2118.525026
1362.542504,287,2118.693243
1044.068004,249,2118.838041
1140.903926,260,2118.968634
1115.310414,257,2119.097793
1049.750086,249,2119.223889
1311.336608,281,2119.365643
1364.751568,285,2119.524851
1204.440257,268,2119.685247
1051.535488,250,2119.845684
1171.770963,264,2120.023506
1149.776885,261,2120.19587
1120.694124,255,2120.36064
1312.135016,283,2120.544301
1306.774172,282,2120.734764
1357.851934,285,2120.924356
1009.018142,245,2122.038342
752.028211,199,2122.237485
1175.498645,302,2122.508735
992.185576,246,2122.720917
1033.286302,256,2122.964323
1097.690485,265,2123.20333
995.926696,255,2123.420592
1080.957112,267,2123.680262
1031.522161,251,2123.86951
950.709099,236,2124.006138
935.966998,234,2124.147082
1044.461204,255,2124.279234
1038.470694,253,2124.406119
1073.814847,260,2124.536278
1015.29645,249,2124.670689
1006.127876,246,2124.812242
933.834655,233,2124.946472
1029.178848,251,2125.075579
1033.641396,251,2125.200483
947.894905,236,2125.319812
958.0561,237,2125.437748
1055.494188,258,2125.566488
923.204607,226,2125.685859
957.449902,238,2125.823799
931.414866,228,2125.940007
1062.462696,253,2126.067727
970.97491,240,2126.187531
953.615773,236,2126.305379
962.970407,237,2126.423738
1119.521958,260,2126.554073
1139.753525,265,2126.685822
966.963407,238,2126.816759
987.324161,244,2126.954931
962.697742,240,2127.076073
936.683987,234,2127.19306
1077.158569,264,2127.325759
966.590762,240,2127.446832
971.369677,238,2127.565254
937.845455,235,2127.683406
937.005495,234,2127.800196
1035.909518,252,2127.928581
1046.800625,256,2128.076552
1108.457877,257,2128.225191
1044.063725,254,2128.373152
1139.876836,266,2128.528679
940.347601,235,2128.664321
1059.096575,264,2128.798896
1043.095644,254,2128.942693
1113.786453,259,2129.081999
974.676539,241,2129.202432
939.051379,235,2129.319445
957.543062,236,2129.437605
1029.486577,250,2129.563167
954.3401,237,2129.698597
947.126679,236,2129.816441
1137.030432,267,2129.949036
926.287062,233,2130.074291
1019.565147,248,2130.220133
972.336085,238,2131.116493
1200.139993,277,2131.321782
840.734051,204,2131.471853
1096.163088,262,2131.667296
1322.811793,277,2131.873404
684.683482,210,2132.027853
921.648555,234,2132.234951
840.885715,230,2132.438883
1033.126413,278,2132.700365
1098.314399,265,2132.852703
1099.401376,271,2132.998022
1050.265706,270,2133.133937
1102.223788,278,2133.273849
1101.549569,263,2133.404419
1085.17352,269,2133.538342
1009.549667,277,2133.678664
1096.454861,265,2133.831382
1093.716081,280,2133.99504
1099.968418,269,2134.140439
1079.281138,272,2134.278852
1065.989846,270,2134.413145
1043.964984,280,2134.553574
1039.790897,271,2134.688823
1043.267497,279,2134.828629
1033.385872,273,2134.965903
1050.292713,270,2135.104982
1055.815987,274,2135.267797
1072.899125,273,2135.428403
1074.074107,272,2135.573318
1054.047307,274,2135.71044
1076.380612,274,2135.849157
1100.299187,269,2135.983282
1078.068923,276,2136.122083
1021.158498,277,2136.260579
1057.815295,274,2136.418762
1030.308641,275,2136.578188
1116.755173,279,2136.73014
1088.986086,270,2136.866056
1037.983287,271,2137.003265
1077.220298,283,2137.158849
1044.695982,273,2137.317092
1079.114305,278,2137.473554
1110.862772,271,2137.617082
1061.01578,273,2137.767841
1032.490301,280,2137.909275
1117.079327,269,2138.054107
1013.542586,275,2138.191521
1108.387879,268,2138.330919
1014.24722,276,2138.483707
1087.505836,274,2138.626707
1036.496898,270,2138.78788
1041.203954,275,2138.940616
1091.176675,263,2139.074434
1077.518387,275,2139.214174
1089.831333,264,2139.349752
1086.351953,263,2139.484767
1103.719623,265,2139.631499
1049.407999,274,2139.789285
1110.361202,287,2140.861695
589.534417,185,2141.017032
912.12695,223,2141.222125
646.175479,189,2141.38698
759.975453,222,2141.591904
820.255036,206,2141.779193
1584.228472,334,2142.100849
1254.999038,285,2142.334898
1033.430933,267,2142.613103
1079.452581,280,2142.782711
1076.202549,275,2142.945869
1044.791978,273,2143.109622
1056.376107,274,2143.270815
1098.295542,270,2143.41988
1111.360066,267,2143.575528
1075.584705,266,2143.716194
1179.069323,267,2143.850665
1083.149149,272,2143.990152
1047.0613,269,2144.148817
1075.331531,259,2144.279718
1036.15444,264,2144.411781
1057.381977,276,2144.565197
1079.940031,260,2144.704829
1128.828529,252,2144.831016
999.992275,263,2144.963172
1036.068612,268,2145.099038
1092.769299,269,2145.235613
1027.286736,267,2145.369884
1105.033354,263,2145.502089
1117.17755,266,2145.636555
1137.380065,268,2145.793048
1060.616868,272,2145.948073
1109.047356,266,2146.081842
1112.012795,265,2146.215252
1077.436702,270,2146.35194
998.868234,264,2146.485686
1079.816543,280,2146.626598
1063.15816,273,2146.766325
1164.301239,263,2146.901011
1094.517235,267,2147.035001
1088.694753,260,2147.169172
1028.75091,268,2147.307975
1050.820611,273,2147.446685
1099.360385,263,2147.579221
1029.517536,265,2147.712916
1038.737198,268,2147.849429
1089.656121,270,2147.985384
1095.012035,269,2148.121576
1104.010788,247,2148.245526
1105.078973,267,2148.396505
886.256716,215,2148.523039
1083.253883,272,2148.68376
1081.999741,261,2148.814121
1104.709877,263,2148.945526
1086.045374,247,2149.069036
1059.097868,273,2149.205277
1096.95103,268,2149.343725
1118.218188,264,2149.489582
1014.483477,253,2150.421337
1125.732056,266,2150.627676
1216.388689,270,2150.828395
611.156951,181,2150.962367
1058.448684,268,2151.163485
885.562581,227,2151.332368
1015.705449,261,2151.538327
1050.153699,262,2151.758053
1079.169903,255,2151.943487
1062.419446,254,2152.071777
1102.210583,258,2152.201756
1268.319274,278,2152.34279
1078.517971,267,2152.477017
1031.824086,267,2152.611199
1169.458576,265,2152.765288
1082.807928,267,2152.90987
1295.76593,279,2153.051299
1106.585508,267,2153.185578
1252.975161,266,2153.319108
1263.832393,277,2153.463476
1003.272122,263,2153.612161
1151.448421,263,2153.744707
1280.810999,280,2153.896407
1051.432916,252,2154.043104
1082.483623,256,2154.172646
1090.295054,256,2154.301798
1051.583896,252,2154.428903
1119.542335,259,2154.559289
1090.47198,257,2154.689591
1036.008911,268,2154.82457
1094.100361,256,2154.953551
1050.547215,265,2155.106882
1051.092427,265,2155.263304
1075.165324,255,2155.412664
1121.38114,259,2155.565384
1308.599556,279,2155.730059
1004.713723,274,2155.871086
1069.8871,255,2156.000511
1256.402159,277,2156.140228
1131.613073,260,2156.271258
1295.806457,275,2156.409595
1265.083402,280,2156.563547
1050.945564,252,2156.711213
1276.691385,281,2156.873714
1082.750613,256,2157.002841
1261.742859,278,2157.144099
1044.503177,265,2157.287485
1037.392804,267,2157.444787
1080.542458,267,2157.601792
1055.931845,266,2157.744571
1120.191429,261,2157.881491
1119.304406,260,2158.018524
1153.591544,264,2158.154678
1063.053908,266,2158.289865
1120.849486,259,2158.419966
1081.537606,256,2158.548672
1080.683052,254,2158.676017
1042.675731,266,2158.810755
779.973246,198,2159.668803
642.087053,191,2159.833064
1056.081054,281,2160.095109
1063.304054,274,2160.355995
1105.733384,272,2160.583578
910.453501,242,2160.789792
1303.276353,278,2161.063354
1104.040998,267,2161.30632
1167.375016,278,2161.534254
973.635492,236,2161.687861
1010.129235,221,2161.831145
1137.353315,243,2161.969824
975.449405,220,2162.094055
966.301402,214,2162.214368
1147.192469,248,2162.353639
1022.616225,231,2162.486039
939.018441,211,2162.608698
1237.835266,275,2162.768096
995.254874,224,2162.888555
1150.648224,247,2163.011653
942.112983,213,2163.132471
1017.026378,242,2163.274386
1197.564171,273,2163.436158
1021.361389,226,2163.549709
1260.074375,269,2163.68397
1029.919576,225,2163.795888
1120.392873,250,2163.920177
965.762718,216,2164.043724
1138.005961,250,2164.210012
1150.159736,248,2164.375067
1018.509833,243,2164.513731
972.669241,219,2164.638813
1015.703783,226,2164.767628
976.070279,216,2164.889584
976.857999,218,2165.012684
945.03096,215,2165.133693
961.305632,218,2165.269659
1036.817513,245,2165.431832
955.41652,218,2165.575343
1030.649118,271,2165.71931
1156.599754,246,2165.84218
1061.948377,232,2165.958405
1267.061757,270,2166.093797
1008.049738,230,2166.209089
991.968318,223,2166.320975
1023.064083,223,2166.432418
1013.857995,226,2166.545304
998.772255,223,2166.657504
1065.931053,231,2166.774544
1015.543634,272,2166.91095
954.349112,217,2167.02365
1284.871081,274,2167.163331
1022.203045,267,2167.303167
967.182259,220,2167.417669
970.216061,224,2167.532845
936.219454,212,2167.641632
969.279334,225,2167.757109
1150.942813,244,2167.882451
1323.809508,272,2168.837107
1122.144169,278,2169.068717
906.047474,257,2169.310143
1014.774091,276,2169.589753
663.821618,189,2169.760388
1013.563293,270,2169.985213
1047.233056,265,2170.206317
778.285334,200,2170.373842
603.843236,181,2170.523748
613.090633,178,2170.623368
620.049982,186,2170.723945
622.746047,180,2170.83813
637.4017,184,2170.953124
608.792022,177,2171.060246
624.24556,185,2171.163877
635.75069,194,2171.26259
644.789606,201,2171.365879
625.230057,182,2171.458604
611.56019,186,2171.553477
605.504274,181,2171.645672
622.962088,180,2171.738162
619.813335,184,2171.830428
606.184961,187,2171.924095
605.370627,176,2172.012202
622.52542,181,2172.102732
621.434133,181,2172.192884
620.380219,180,2172.282655
623.259152,183,2172.374297
620.647068,182,2172.467206
607.161112,180,2172.557554
633.328659,192,2172.654386
596.205901,181,2172.745445
622.626672,181,2172.836583
619.739865,184,2172.92897
602.37333,181,2173.019871
656.222803,187,2173.114179
610.899353,183,2173.206337
659.796892,188,2173.30285
628.962614,193,2173.402259
622.316316,180,2173.494841
627.216373,182,2173.588439
623.514066,186,2173.683955
624.137844,181,2173.776911
629.682926,188,2173.873417
625.222285,181,2173.966352
629.498396,183,2174.059961
622.087583,182,2174.151354
609.147551,179,2174.24125
627.612502,182,2174.332837
625.42957,187,2174.426906
596.092085,181,2174.517735
611.830411,178,2174.607246
622.71788,180,2174.697809
620.34199,186,2174.792167
616.829854,181,2174.882973
609.332882,181,2174.97378
598.674381,180,2175.064116
623.415588,181,2175.155133
796.762424,209,2176.045139
1116.519833,263,2176.240367
1064.803415,271,2176.441589
1127.62012,291,2176.658444
1209.472171,287,2176.874778
624.169732,182,2177.010902
961.170458,241,2177.191084
928.955125,246,2177.597677
1031.052702,272,2177.751098
1012.018098,270,2177.902549
768.756232,228,2178.030825
882.151099,240,2178.165816
1240.908117,290,2178.329998
1181.621062,293,2178.497924
801.453688,232,2178.631309
1173.529092,282,2178.799883
1034.212052,272,2178.983371
1156.146054,286,2179.171212
992.935524,251,2179.325199
664.377255,203,2179.4524
1101.976437,267,2179.603549
1174.114471,287,2179.766138
1047.998538,274,2179.920318
735.346966,222,2180.047202
1164.044688,284,2180.210493
1160.836961,283,2180.370702
660.450602,203,2180.493484
1025.772132,272,2180.6781
1171.494899,282,2180.860155
1036.083621,257,2181.005928
1036.163912,273,2181.159787
1159.240909,285,2181.321084
1066.193801,277,2181.478049
1169.19403,285,2181.639118
1167.256766,275,2181.796924
1005.458624,253,2181.940577
1157.70999,273,2182.094812
681.143654,212,2182.213757
1017.565581,270,2182.370515
1153.190353,281,2182.559241
1156.274009,279,2182.741846
1025.503882,270,2182.906048
664.022545,208,2183.021428
654.403842,201,2183.121722
724.032229,220,2183.231942
1235.481255,298,2183.381349
1163.241273,268,2183.516942
796.962746,231,2183.632668
669.056399,205,2183.734797
1250.301298,299,2183.88503
1156.228391,287,2184.037119
1468.008972,335,2184.233797
1165.637703,279,2184.397514
1164.810695,276,2184.536083
730.564432,221,2184.647247
1569.681921,331,2184.814311
663.831624,208,2184.918546
1032.005179,240,2185.89931
718.776025,197,2186.06202
953.376973,235,2186.256472
882.84688,267,2186.480326
1025.931903,248,2186.695762
1174.28092,282,2186.933792
1237.065172,263,2187.152937
1615.959007,311,2187.41184
897.93703,222,2187.555196
812.839031,196,2187.665665
841.009676,205,2187.782262
835.57322,200,2187.895254
1101.712876,273,2188.050622
875.201119,217,2188.173976
834.564668,202,2188.288733
877.403195,216,2188.413024
930.428746,230,2188.546385
903.856168,225,2188.675737
804.044782,200,2188.791292
801.158329,197,2188.905807
854.584181,208,2189.026726
872.665314,216,2189.152666
799.504738,198,2189.26797
852.205867,211,2189.39089
819.277031,204,2189.509437
899.508299,223,2189.639213
930.626104,230,2189.773022
796.206048,198,2189.888499
826.211827,201,2190.005673
798.295747,196,2190.119885
843.101749,204,2190.23476
861.34557,213,2190.348176
1102.235062,271,2190.495634
1106.168989,274,2190.650759
811.4977,199,2190.763175
963.139815,239,2190.898095
825.263658,204,2191.013165
802.693175,201,2191.126339
931.775968,232,2191.257275
790.487969,196,2191.367657
828.657541,202,2191.48132
859.032872,208,2191.598496
899.718425,224,2191.725013
783.753262,195,2191.835666
1067.40999,260,2191.983515
913.308885,226,2192.111878
940.696332,234,2192.248605
865.789997,214,2192.372818
939.672012,233,2192.506765
853.274915,211,2192.626879
903.675126,224,2192.754234
855.248256,212,2192.87512
830.074573,205,2192.991659
933.911739,233,2193.124197
1077.031168,265,2193.277218
819.679473,199,2193.391716
839.499862,206,2193.510129
843.589057,208,2193.629834
765.794903,191,2194.568009
1067.425659,282,2194.802776
1226.584031,289,2195.042939
1119.705669,254,2195.258307
1085.964876,263,2195.483619
676.310806,204,2195.658297
1256.80415,256,2195.878075
985.652606,249,2196.092408
1049.821322,285,2196.321986
716.453541,224,2196.445331
730.435344,228,2196.563952
639.383923,207,2196.669861
662.855581,207,2196.775563
