#{"t_start": 1736418931.455324, "env_id": "CustomHopper-target-v0"}
r,l,t
576.805059,180,141.469948
585.522388,201,141.610854
452.010818,168,141.729507
1014.420488,351,141.975593
788.113139,278,142.169455
613.008285,194,142.298422
848.169524,262,143.262662
656.826391,208,143.409855
724.13849,216,143.561675
710.445135,250,143.738157
711.771335,233,143.903705
822.722609,251,144.087934
642.978155,192,144.228918
815.344474,269,144.426562
824.914793,248,144.602141
736.94002,228,145.516092
633.503485,220,145.670155
968.80826,356,145.920008
853.070415,286,146.120215
707.398867,235,146.291412
842.103813,249,146.472689
1065.339446,326,146.712654
1202.335569,403,147.774448
926.036863,292,147.978268
1112.032366,340,148.215901
947.065938,330,148.45013
1210.227716,393,148.711178
724.23905,227,148.852975
941.790204,322,149.770479
855.317077,286,149.953486
492.926446,211,150.085565
1114.945273,375,150.319461
409.206069,140,150.406875
588.636467,221,150.544842
825.031795,241,150.695052
811.445872,258,150.856053
1256.043402,458,151.851475
769.336072,231,151.995824
656.423246,209,152.126122
572.336559,184,152.241064
839.936423,266,152.407404
409.789987,141,152.49543
396.490803,140,152.583484
1063.10561,353,152.803809
616.604345,198,152.927659
1081.239697,355,153.843337
523.0307,164,153.945841
603.829127,190,154.064534
427.354723,146,154.155793
1034.516595,316,154.352859
997.829114,291,154.534233
617.023678,199,154.658283
476.722074,159,154.757616
391.892265,157,154.856294
900.293067,271,155.737697
633.774335,189,155.855696
606.117852,182,155.969608
744.13992,234,156.115353
731.150131,238,156.263909
1090.170755,341,156.477423
805.920263,255,156.636751
519.793011,178,156.747853
797.467075,254,156.90646
886.808771,276,157.887273
608.531642,183,158.016531
630.102289,239,158.185359
459.183759,161,158.29917
506.49846,158,158.410803
751.373544,241,158.586032
544.671593,166,158.70802
632.397722,187,158.843667
467.824073,152,158.950712
580.382972,171,159.071107
601.174269,192,159.973738
709.773139,219,160.128225
677.010552,201,160.269778
701.670738,219,160.423967
611.153793,194,160.554763
605.893006,176,160.667195
569.533248,169,160.774524
608.86888,188,160.892665
617.878758,185,161.008741
1216.307157,378,161.264378
711.52926,229,162.196968
576.557409,170,162.316431
930.712654,309,162.533442
166.991742,84,162.592654
771.464413,231,162.75449
683.766687,205,162.897764
757.725577,244,163.072825
145.226357,72,163.125622
630.277954,195,163.264717
426.306817,155,163.371149
748.319851,241,163.526249
666.515336,205,164.389232
330.979468,133,164.483436
647.591116,192,164.619187
741.514181,224,164.777065
895.083386,277,164.973005
635.261365,190,165.109549
677.607524,218,165.270036
453.420979,149,165.379854
675.869976,198,165.524927
846.501831,249,165.708002
600.339766,175,166.607981
684.852269,209,166.755349
678.136038,203,166.89832
615.387732,180,167.025852
306.211761,133,167.119134
874.759828,266,167.294092
379.212773,134,167.378351
724.570156,234,167.525741
748.629833,218,167.662381
716.194885,219,167.799886
1107.358067,338,168.729933
673.408362,200,168.85523
633.59556,186,168.971499
776.835865,243,169.123312
671.478112,197,169.246323
730.03802,226,169.38922
596.378648,201,169.515125
709.72917,213,169.648747
748.227937,235,169.796547
715.54785,221,170.664417
643.891487,198,170.794881
710.384433,240,170.94599
572.616342,170,171.052762
590.82629,212,171.186185
604.443055,184,171.301932
755.349444,232,171.448353
378.450288,131,171.530542
660.535214,207,171.660389
580.507768,181,171.773629
396.759723,140,171.861489
652.393169,209,172.703409
575.03267,171,172.811058
917.704446,301,173.000674
724.554444,224,173.141323
745.243647,226,173.283324
750.623334,234,173.431381
387.268322,135,173.5163
613.658981,181,173.630108
736.164878,239,173.780707
149.405638,75,173.827976
612.615046,222,174.673652
625.162113,194,174.794723
564.116842,193,174.915303
673.832343,210,175.046174
699.071712,215,175.180721
431.525708,177,175.291938
729.479958,241,175.443178
676.843809,226,175.584761
841.988176,268,175.752075
660.736267,195,175.873951
829.083229,274,176.752009
775.165257,239,176.90172
884.208622,272,177.072097
613.950594,184,177.187368
765.527086,234,177.333786
692.349106,210,177.465185
794.795328,241,177.616002
643.703304,213,177.749256
375.69316,135,177.833761
634.701084,187,178.664758
557.479772,178,178.776507
686.748992,216,178.911575
780.587374,225,179.051974
813.983416,252,179.209788
416.436057,143,179.29962
686.037017,205,179.427378
797.472663,236,179.574724
921.058558,279,179.748804
670.058964,196,180.57637
785.237954,251,180.735293
623.471139,197,180.873125
766.588968,230,181.033943
670.416525,201,181.1746
669.730276,204,181.317011
622.029314,189,181.45275
943.514093,299,181.670195
396.635097,136,181.765329
633.835023,202,181.906457
690.161292,199,182.820915
848.176192,250,182.997281
691.233338,213,183.147315
724.259928,224,183.305407
672.698991,198,183.445465
390.636454,138,183.54325
668.269211,214,183.694343
771.597619,230,183.856652
933.168655,301,184.06639
769.507572,260,184.97032
966.3995,299,185.178079
607.757278,184,185.301151
889.864091,296,185.490071
731.160073,213,185.62371
315.752545,136,185.709564
791.530101,244,185.863425
700.449206,212,185.996552
773.53419,230,186.141203
597.424265,178,186.961701
797.908254,247,187.119079
920.915603,291,187.301902
512.962708,214,187.43668
742.372523,226,187.578443
993.932143,308,187.771958
694.971835,218,187.908601
590.190232,178,188.02022
319.650704,132,188.103582
631.418274,209,188.234753
838.764323,267,189.114729
1132.649573,352,189.340596
773.210699,239,189.490869
810.871257,253,189.650181
789.572922,251,189.808252
643.44262,206,189.937418
798.448482,244,190.090985
1005.162313,308,190.993309
534.258789,188,191.112174
743.732804,226,191.253847
775.333933,279,191.429061
1059.436004,356,191.652728
1125.520677,355,191.876015
799.578736,246,192.03085
891.040545,273,192.202319
1304.056611,463,193.202734
658.661761,194,193.325651
1385.260311,500,193.640724
593.670326,178,193.753155
759.921182,227,193.896388
678.035866,204,194.024457
743.250354,218,194.161359
1034.962784,332,195.079565
852.578609,250,195.236344
745.1917,233,195.382676
1459.257366,490,195.690378
859.203038,279,195.865774
634.896881,206,195.995108
515.144684,160,196.095382
837.482345,259,196.966613
738.985186,231,197.112669
802.381373,257,197.274223
1378.994482,500,197.588496
877.123741,267,197.755742
556.474871,211,197.88836
322.630907,133,197.972215
1149.018621,342,198.186696
559.266462,169,199.006083
647.875623,199,199.131303
689.301765,210,199.26304
1535.916124,500,199.577806
710.283883,214,199.717094
758.720182,226,199.875316
683.362477,209,200.021842
955.772072,289,200.22447
1622.293453,498,201.351005
659.654855,191,201.484997
1251.620011,500,201.836732
1285.672833,398,202.127564
682.048529,200,202.272964
996.264903,317,202.498102
641.261546,206,203.352831
814.083481,299,203.540539
464.945677,176,203.651154
831.269396,243,203.803416
991.911417,310,203.997791
732.727385,220,204.135474
694.5591,215,204.270176
737.579262,219,204.407097
419.16169,162,204.509044
825.011928,256,205.376098
609.396795,221,205.515083
755.023349,231,205.659428
285.122978,118,205.733581
979.393775,295,205.917339
1008.218499,311,206.111878
978.770826,309,206.305045
686.070007,206,206.433406
1013.215167,312,207.338117
657.401593,191,207.457628
739.278894,221,207.596875
769.796203,231,207.741173
743.493949,232,207.886182
691.915846,210,208.01766
727.565538,227,208.179925
519.168575,161,208.298215
659.946314,208,208.447016
674.105908,221,209.380256
669.17097,201,209.522281
649.403955,197,209.661325
848.027903,264,209.847884
850.877639,279,210.044519
1393.290841,430,210.357252
392.33716,148,210.462323
417.95074,141,210.555908
672.206919,201,210.683017
645.343426,201,211.52412
770.380307,248,211.687752
783.820744,233,211.835827
1094.623412,324,212.040241
397.167372,139,212.127719
653.595008,200,212.253345
846.859098,255,212.414028
765.75293,242,212.566401
1088.418307,333,212.776103
519.163596,172,213.629452
632.863393,212,213.778429
1363.974598,433,214.06741
696.747482,213,214.201374
1132.920577,343,214.417369
815.619717,257,214.578938
864.051006,259,214.741611
828.464551,245,215.604859
649.157818,199,215.731511
1404.27527,458,216.018935
619.83024,195,216.141594
338.967223,132,216.224858
470.992385,161,216.33203
686.927965,216,216.484164
783.227012,244,216.655526
754.66958,237,216.821781
876.750551,274,217.786721
672.283094,209,217.93748
719.897704,221,218.0922
684.699299,213,218.241626
1056.811214,320,218.468374
1106.642134,340,218.708261
428.110374,157,218.818819
612.883542,221,218.974066
437.116288,150,219.079507
759.657404,229,220.011314
602.924174,190,220.144798
1221.929811,358,220.395806
696.953583,213,220.544656
749.678931,225,220.702174
1436.291177,448,220.988766
726.598486,224,221.12861
1056.351468,319,222.037091
434.429451,158,222.139097
860.750938,283,222.316263
869.365979,264,222.481079
704.239981,215,222.615002
504.857863,170,222.721354
1060.717174,328,222.926937
621.555157,197,223.050048
750.732308,221,223.188115
687.720033,208,224.078588
663.613938,207,224.223595
672.05293,212,224.372072
608.565006,189,224.50475
797.189443,241,224.673787
706.833706,217,224.826165
938.233687,287,225.030052
852.041457,267,225.216286
856.707738,255,225.382934
928.334615,281,226.240655
652.339731,210,226.372094
650.397849,210,226.503404
619.657074,200,226.629319
781.293065,237,226.777574
684.746125,204,226.904916
855.361968,262,227.069164
599.282072,202,227.195553
861.479921,273,227.366179
809.107928,250,228.204306
560.979421,184,228.320004
796.300857,249,228.475896
862.183972,275,228.647018
713.988376,224,228.786933
814.023195,262,228.950606
750.529779,255,229.110071
792.722461,248,229.265267
1483.466273,500,230.260487
1209.396259,385,230.501967
780.217979,233,230.64799
440.661852,162,230.749805
960.746561,325,230.953676
949.586229,302,231.142756
586.331425,182,231.256984
576.211844,197,232.064659
653.892515,202,232.191709
1484.031926,468,232.484934
1459.629777,500,232.79803
519.785841,162,232.900246
1457.585592,433,233.170712
1420.46503,500,234.168966
753.417216,244,234.322457
1004.141348,307,234.514631
1266.908945,393,234.760264
1321.132953,500,235.073997
888.100992,284,235.251615
1384.139577,500,236.268305
1323.984647,454,236.554272
1110.96293,342,236.7695
1486.862677,469,237.064782
1100.752802,369,238.00417
1567.683606,500,238.334846
1402.904147,500,238.686635
1615.243856,497,239.035191
1469.699508,500,239.386537
273.473678,119,240.210173
961.740085,305,240.400997
819.567679,249,240.556946
853.876885,250,240.713308
1540.204464,500,241.026824
1202.178729,366,241.255932
1003.235469,308,242.13017
1128.692842,332,242.337888
780.313528,230,242.481968
636.245389,188,242.599559
757.771267,224,242.739775
745.09192,223,242.878817
1351.09169,421,243.142719
1654.388145,500,244.140599
1227.312959,374,244.3857
717.717859,220,244.54065
927.825157,277,244.735346
852.951095,251,244.911899
1173.16282,355,245.161595
883.411461,263,245.346556
844.534138,249,246.300209
845.087301,250,246.477009
651.116095,208,246.623859
905.138718,261,246.807921
640.388444,201,246.94989
925.926268,286,247.156549
1235.174774,380,247.407299
1402.300707,500,248.445343
417.263968,141,248.54487
437.136494,146,248.647232
941.039855,284,248.846367
885.540007,261,249.029545
879.074085,267,249.21805
691.896763,212,249.367677
699.321398,210,249.514728
843.31714,252,249.691836
1043.141661,330,250.702933
806.283762,239,250.872016
455.796623,163,250.987035
1157.955342,348,251.231989
775.113154,242,251.405573
932.124965,285,251.606292
1567.160037,460,251.930331
1473.679763,440,253.010442
1241.419811,377,253.275637
1485.960038,468,253.604328
642.690637,209,253.751278
1140.539588,353,253.998857
1443.031195,440,255.001791
674.099587,209,255.142179
720.473684,220,255.284743
403.160996,154,255.381576
667.631685,223,255.52161
637.670752,199,255.646121
922.324453,304,255.836135
1402.716599,420,256.098833
1533.304407,467,257.10128
1074.955119,390,257.346512
1087.690327,336,257.562717
813.033021,282,257.74912
612.414042,193,257.877313
1392.565232,500,258.208061
651.758378,203,259.066405
631.513364,192,259.202313
693.80449,215,259.353553
679.883737,211,259.502312
643.434005,236,259.674131
1154.625588,349,259.940235
655.456955,203,260.097983
803.859887,247,260.29027
999.091969,299,260.522432
482.158189,179,261.417823
755.743201,222,261.574568
691.306548,217,261.72769
960.450148,292,261.926611
681.646907,203,262.054581
446.392516,158,262.153944
903.435431,269,262.322396
1050.093643,318,262.521912
1088.285999,314,263.427987
728.207184,221,263.567065
1324.615364,500,263.880411
897.549691,269,264.048784
831.706852,263,264.213368
692.4416,205,264.341529
1398.86317,422,264.605377
864.935583,260,265.474284
1589.807508,477,265.77132
1297.086017,500,266.08399
663.130677,214,266.218004
1188.582201,500,266.530563
659.386996,206,267.365218
980.469729,287,267.545777
1297.820433,500,267.858707
665.095192,219,267.996047
767.454936,303,268.185903
637.254854,196,268.308521
1413.351272,500,268.623256
814.460419,241,269.482402
1162.617374,381,269.749341
1447.115374,442,270.058544
747.102992,230,270.221698
815.835941,243,270.398625
1513.01998,500,270.750055
428.28805,143,271.625325
704.049025,215,271.778083
782.039895,232,271.942472
624.576375,191,272.078328
1519.770458,500,272.440419
680.051599,203,272.590899
981.661443,294,272.804426
615.599609,202,272.942171
1467.494873,500,274.004315
752.686439,228,274.164083
691.801212,214,274.322146
965.718285,286,274.533803
1381.146346,431,274.855242
948.117044,281,275.062864
604.827827,194,275.206641
851.435096,252,276.157263
792.912285,235,276.322124
988.454684,305,276.537788
1550.33152,500,276.901431
1373.602251,414,277.170057
784.707696,242,277.321703
975.135351,284,278.216329
1239.765143,369,278.450631
986.609325,304,278.641336
1442.567555,471,278.936595
564.565474,208,279.067209
932.21175,294,279.251537
958.588208,291,280.144133
1194.898869,395,280.392319
1476.804816,500,280.705399
969.082331,294,280.889683
924.440317,278,281.063996
710.160238,219,281.200733
1477.208769,464,282.29046
1458.545726,500,282.64164
774.574642,227,282.801221
1065.433012,319,283.031008
852.757742,257,283.21974
1232.536778,395,283.500971
1030.526953,315,284.488741
1127.539919,366,284.745471
649.171259,213,284.894507
1518.06768,500,285.244404
1259.581716,381,285.510349
1362.851593,463,285.83351
956.454793,283,286.804889
985.742276,296,287.012734
1331.65886,407,287.292974
1446.507143,500,287.607826
944.549609,287,287.786894
907.750072,267,287.95311
707.440314,215,288.797552
213.87431,95,288.857541
851.252859,248,289.012687
1180.764791,366,289.240929
653.572503,212,289.373696
474.242107,170,289.48022
1120.853452,344,289.694708
1195.663,362,289.920585
949.018492,298,290.814317
876.937803,265,290.979834
704.97168,216,291.114426
673.275368,209,291.244781
740.65942,234,291.391227
1581.67136,500,291.704386
422.865687,156,291.802291
1559.281141,500,292.822084
1115.501139,340,293.034907
1239.441082,406,293.288594
1544.702334,500,293.601309
1607.008396,500,293.913704
930.248505,271,294.791829
1213.20672,381,295.02955
1510.58711,500,295.342504
1073.260304,318,295.540937
1394.008781,500,295.85331
648.227707,200,296.686289
740.90598,223,296.826198
678.721601,205,296.954351
1005.585987,303,297.143704
1386.841707,416,297.404417
1261.013181,372,297.636848
906.569595,306,297.828337
536.156535,170,298.671817
954.081087,287,298.874692
1547.247832,500,299.22769
1298.272947,452,299.552074
1547.655708,500,299.907551
1319.442525,391,300.948087
1240.766226,361,301.200636
1153.471116,379,301.466131
1089.652165,362,301.719558
1358.812561,418,302.012338
658.880581,212,302.160984
820.906071,247,303.109815
683.782366,205,303.253715
1216.88461,367,303.512494
839.88602,246,303.675092
736.635131,221,303.815398
1591.019639,500,304.128658
843.170076,249,304.285231
925.226372,283,305.155501
688.513081,216,305.290834
1407.048674,500,305.605216
1445.297933,429,305.875032
680.272738,208,306.005642
697.669006,214,306.140072
1050.510195,319,306.340073
657.160759,206,307.1714
1152.307982,341,307.384785
854.265762,247,307.546254
1225.870742,378,307.782762
1166.552665,349,308.0015
873.264266,264,308.166916
1553.619043,500,309.18734
856.984812,261,309.351519
1499.332966,500,309.66507
749.042277,269,309.833938
1283.178462,381,310.072469
955.663051,317,310.27115
1501.915024,500,311.292087
1429.222588,427,311.559518
950.557624,285,311.737915
292.945231,115,311.810228
755.659031,227,311.952491
1480.194598,500,312.266496
1474.204238,500,313.289676
751.182881,224,313.431556
672.609802,206,313.560813
1063.835195,319,313.760219
1455.893443,500,314.07452
1421.720761,500,315.096578
861.064945,261,315.261606
922.722044,273,315.433106
1428.873056,419,315.695555
868.375246,258,315.857224
1614.087447,493,316.166703
1559.918025,500,317.188391
964.636053,280,317.363869
1484.600707,500,317.676712
1101.686038,370,317.907416
1436.458068,500,318.220082
1365.308719,395,319.174767
1441.158942,500,319.488794
700.743776,212,319.621383
660.854687,199,319.745683
1598.424401,471,320.040664
521.854375,174,320.149869
1212.169586,360,321.148816
773.432067,228,321.308597
1290.665356,411,321.597888
965.237009,314,321.818262
1457.339225,458,322.151652
821.155963,239,322.326098
1462.721365,450,323.400611
801.048612,239,323.568331
885.795841,261,323.75125
634.882149,197,323.890163
829.711817,242,324.059541
1108.249393,356,324.311108
1603.354496,467,324.639183
924.249654,266,325.592344
945.605528,289,325.795141
1262.566717,374,326.046524
1163.695638,341,326.259897
1007.094343,298,326.446221
849.678179,250,326.602668
932.608034,268,326.770142
1288.515459,385,327.691582
835.443683,250,327.847917
754.712307,225,327.988501
1011.322876,308,328.18098
993.980628,290,328.36262
922.31524,270,328.531782
1434.313347,455,329.498971
1399.351557,500,329.812737
380.213413,144,329.903607
1417.230061,500,330.218765
1046.491036,350,330.438936
394.26385,137,330.52552
1145.446976,345,330.742634
999.350806,338,331.655664
975.159301,300,331.842883
1250.732154,425,332.109596
1356.939673,500,332.423783
1479.740944,500,332.737408
1097.489692,368,333.675529
885.673606,252,333.833466
1173.959073,345,334.04908
910.733095,304,334.239363
891.105047,319,334.439101
1443.230364,500,334.752256
1589.388114,500,335.771933
1210.4621,368,336.002186
1450.803541,438,336.276204
1361.198289,451,336.5582
798.283697,230,336.701812
719.343481,220,337.545395
949.358532,291,337.727538
1416.169357,426,337.994256
1447.068206,500,338.307522
917.025652,268,338.476112
1169.197295,361,338.702018
730.309663,270,339.579242
815.751658,241,339.730246
822.379402,240,339.880423
1601.749912,500,340.193822
1415.238637,500,340.507003
1537.607633,500,341.592432
1288.524533,378,341.857602
1478.117597,500,342.208788
984.636811,298,342.422574
1436.635672,500,342.773544
1538.456796,500,343.896815
1374.49756,406,344.182008
767.001755,231,344.339636
693.715536,214,344.476699
889.308994,258,344.638445
1142.850869,338,344.850247
1376.951639,437,345.83528
1275.102229,380,346.073497
1595.225133,500,346.385973
1623.46935,494,346.694773
1460.135385,500,347.007317
1098.325773,316,347.913618
1419.373363,421,348.176973
1253.910444,386,348.425852
1680.838851,500,348.75624
1318.840081,392,349.014365
941.573812,272,349.896199
1275.914083,395,350.143703
1266.707905,386,350.385242
1101.632833,336,350.595586
1567.54575,463,350.88521
1239.438038,372,351.845113
935.561431,274,352.038588
1216.667795,361,352.29307
918.271833,271,352.484063
862.603564,255,352.667062
1590.757024,500,353.03313
1237.26527,367,353.992972
1652.95274,500,354.307084
1538.913027,500,354.620414
968.238037,276,354.793193
1256.328438,370,355.024623
1131.048785,348,355.925092
1046.933873,308,356.117474
865.408982,275,356.289697
1562.46781,470,356.583395
1125.666361,328,356.788076
951.601431,273,356.958943
956.978115,275,357.13106
1248.920342,367,358.140756
883.357069,256,358.320312
1123.311195,328,358.550096
1112.942821,331,358.784213
965.275135,283,358.986982
1590.605225,500,359.336828
1529.702285,500,360.458781
923.603448,265,360.644577
1155.740582,335,360.871487
715.200061,221,361.011042
671.848207,207,361.140212
966.593427,283,361.317074
749.855661,225,361.45741
858.808258,250,362.323016
1529.095319,500,362.636621
1543.291051,500,362.949332
1539.952214,500,363.261941
670.910998,207,363.391932
1550.757705,500,364.41244
1454.682297,441,364.688592
882.20756,256,364.84857
667.624032,204,364.975796
1656.156053,500,365.288012
673.069314,205,365.416404
697.352666,216,366.258507
1301.633204,382,366.497512
922.746937,264,366.662186
726.291608,218,366.798157
1498.266487,432,367.067806
1075.67754,365,367.295511
696.823917,206,367.423525
1346.176895,396,368.383391
913.848811,306,368.58547
936.610655,274,368.76586
637.564578,192,368.892723
928.747651,277,369.075154
653.837586,197,369.204937
957.714749,298,369.401009
1004.592592,310,370.308904
676.822125,208,370.439247
1254.444006,379,370.675685
1263.727968,383,370.914477
707.594012,215,371.048493
1357.437751,397,371.295861
898.084265,265,371.461793
1276.296966,374,372.407435
1480.118174,500,372.720397
1259.550931,377,372.954774
1545.285887,468,373.246342
593.138531,196,373.368885
1534.354631,500,374.391284
1302.226799,419,374.655177
819.199068,237,374.80442
696.736532,210,374.937016
1562.588584,500,375.252393
1582.817534,500,376.273454
1194.1433,364,376.500517
1012.100138,346,376.71627
1396.424299,449,376.995574
1550.510523,500,377.356663
887.036741,263,377.548414
725.266146,212,378.465739
1553.986793,500,378.817051
1482.241466,500,379.142356
1262.923911,394,379.388166
1329.804162,408,379.642749
847.379427,260,380.487451
879.770264,275,380.658885
844.968712,244,380.811419
829.509576,245,380.964025
942.501978,282,381.139926
1061.944414,337,381.351032
1139.020136,338,381.561741
1156.36875,333,382.476556
1383.985962,431,382.747024
953.816144,288,382.927387
939.359619,276,383.100733
1180.344615,380,383.367581
1074.975469,332,383.600062
1306.287785,395,384.641082
1045.985944,300,384.850571
1589.370975,500,385.185876
1260.226427,381,385.423827
980.175916,298,385.628708
1052.183663,303,385.840819
1462.444696,500,386.967136
1527.537262,500,387.316827
1488.547393,500,387.669076
1427.372798,500,388.00398
1104.634513,326,388.997389
682.443585,226,389.155475
803.250255,235,389.319756
730.368008,221,389.471521
1415.626479,500,389.789178
718.889423,206,389.917402
1431.47096,500,390.945611
1245.253757,365,391.175825
1685.479603,500,391.487256
1460.001223,500,391.799299
842.436114,246,391.952806
811.785215,238,392.101081
1402.43508,500,393.131912
812.957389,238,393.281586
1513.862326,500,393.634367
815.780857,247,393.814066
1646.086386,500,394.175992
1593.68622,474,395.281306
1482.409684,433,395.582984
973.690518,283,395.78007
1517.527395,438,396.086188
1564.129555,500,396.428344
1562.517549,500,397.487493
1567.476892,500,397.804415
828.703688,242,397.955704
1117.363915,329,398.161254
882.253752,253,398.319431
1017.229793,346,399.246229
1117.116439,361,399.472814
690.70674,217,399.608406
1417.534698,500,399.921112
982.21009,284,400.098492
1009.533839,295,400.282207
1410.844551,428,401.344763
1116.296388,326,401.574555
985.487384,295,401.782243
1618.136761,474,402.115675
978.297576,283,402.31534
1592.048947,490,402.663304
1518.335098,500,403.783942
863.685738,254,403.961999
1548.520726,500,404.313762
1566.87547,469,404.642722
1492.741622,437,405.723176
978.370622,282,405.91985
691.894908,211,406.067219
701.236491,213,406.215972
984.728942,287,406.416086
987.331404,292,406.622828
933.24459,279,406.815014
845.900068,251,406.975862
1032.322324,309,407.940227
1438.406382,500,408.291248
936.149303,282,408.486036
1062.58587,308,408.681249
1513.19558,500,408.993347
1548.165614,500,410.020397
880.569205,261,410.185218
1497.25813,470,410.485011
894.761735,259,410.655416
1304.514075,384,410.907712
1045.367953,302,411.105745
1471.321735,500,412.236799
1544.842547,454,412.554913
1452.975284,500,412.905177
960.069722,284,413.104532
945.886748,275,413.297513
825.056982,242,413.484563
1528.104264,500,414.608504
1246.843285,371,414.864848
1484.529009,500,415.181776
1408.148287,414,415.440753
1436.005575,427,416.417511
1517.322917,470,416.712209
686.444449,212,416.844937
599.677427,179,416.957536
1351.353557,500,417.272024
695.645388,212,417.404948
699.871196,211,417.536787
908.609251,264,418.413785
819.845584,238,418.563506
600.093029,184,418.679373
927.534769,271,418.849844
1132.574553,336,419.06113
1443.312638,500,419.375895
1638.945438,500,420.398823
1645.962773,500,420.713583
1484.007487,500,421.029115
1000.734905,290,421.211675
705.953069,220,421.350279
988.740745,293,421.534482
1127.752776,331,422.451992
885.333945,256,422.612584
976.119119,294,422.796265
1422.630809,405,423.049694
843.498855,248,423.205243
816.534477,235,423.362725
794.280326,232,423.525281
953.887159,288,424.504789
951.778405,271,424.694884
1482.707163,500,425.044538
972.192416,289,425.24093
1586.580247,500,425.554983
1444.650295,500,426.562568
1571.779081,462,426.850557
905.484067,263,427.015182
1501.317079,438,427.288607
977.127271,281,427.464296
701.362265,212,427.59667
651.347097,193,427.717445
983.894383,286,428.634886
887.206114,255,428.815284
952.398111,273,429.007678
1020.555038,299,429.217907
676.735176,207,429.363515
711.92565,209,429.510538
886.025295,253,429.688713
1099.879956,313,429.90879
1274.557611,376,430.949167
1465.556441,421,431.245558
1140.744264,335,431.473942
1001.81077,290,431.656875
868.433808,250,431.814088
1269.895527,365,432.043519
1021.64202,301,432.943242
1524.807828,500,433.257355
874.556323,253,433.416431
1471.355105,500,433.729881
1004.139037,343,433.944771
1185.835979,340,434.864681
1560.365422,473,435.160902
1371.471952,398,435.409288
1510.848792,500,435.721911
1503.725382,500,436.03435
1134.488764,331,436.948027
1027.046019,309,437.140987
1056.793119,331,437.347824
1482.54545,500,437.661067
1642.449445,479,437.959697
811.232043,235,438.813525
960.385132,277,438.988319
829.058366,271,439.159009
1580.228891,500,439.473458
981.490275,282,439.650404
762.726789,227,439.792667
925.275833,270,439.962232
843.745098,246,440.82468
966.308474,279,440.999823
1202.06452,356,441.223226
886.399246,256,441.384411
1050.240795,307,441.576993
1110.285518,362,441.803964
1632.57791,500,442.913123
554.163568,189,443.04621
955.031624,291,443.249826
505.841691,181,443.378326
806.717591,234,443.541964
858.226746,275,443.737246
1444.955994,500,444.088739
1498.874804,500,445.218879
670.88831,242,445.389772
918.420022,278,445.584336
1505.804973,500,445.928853
419.535761,153,446.026793
1050.492537,304,446.216385
964.237658,313,446.411855
962.983034,285,447.344795
1529.080009,500,447.697843
1462.286132,500,448.056774
1411.432158,500,448.425581
1013.97707,296,449.414608
899.401411,304,449.628887
1646.165415,500,449.979238
1270.09718,370,450.219598
1266.196659,382,450.45852
1509.915844,448,450.738541
1655.455023,500,451.856633
1215.732255,358,452.101766
1502.13308,500,452.416833
51.904983,33,452.437941
59.102927,37,452.46132
1212.255758,401,452.712598
1617.125284,500,453.738975
774.070479,231,453.885565
1535.037505,500,454.197422
1514.394311,500,454.509688
1511.53857,500,454.820883
1478.270199,446,455.809537
1529.745945,461,456.098942
1065.030941,324,456.302319
1008.226422,299,456.489937
931.960867,272,456.660769
1521.152482,500,457.683586
1011.295024,294,457.868329
1551.050142,490,458.176398
1667.918209,495,458.487541
870.075519,248,458.643657
1684.146114,487,459.658583
675.528814,202,459.78547
948.828942,276,459.958834
1574.712521,477,460.257446
1579.207328,500,460.570924
445.457156,166,460.675511
1489.083031,500,461.69887
1113.224295,319,461.898767
911.689658,269,462.06758
1493.892804,500,462.381204
816.076783,238,462.530316
816.112415,236,462.677783
1451.788244,441,463.669744
1256.779335,373,463.904491
1039.419935,301,464.092611
1540.394578,500,464.407812
1591.991985,500,464.721689
633.654822,190,465.630017
862.505746,252,465.806031
1541.154427,500,466.155557
1264.389004,381,466.423447
1577.216296,464,466.747107
1262.721451,377,467.010201
1379.28954,401,468.069675
1554.782002,500,468.420437
1004.491862,297,468.628026
1475.278766,454,468.941682
963.771904,280,469.118576
1050.999916,309,469.994168
900.616713,274,470.164615
953.511358,274,470.335854
1250.017313,389,470.578456
635.143191,191,470.697805
1433.456609,414,470.95498
1697.594572,500,472.047352
1150.250131,329,472.27832
984.798445,293,472.483887
912.196871,264,472.669128
1002.706593,294,472.875133
708.253392,229,473.036037
1614.721516,500,473.388349
959.345157,287,474.361599
1629.733853,500,474.709859
995.691303,289,474.911399
919.956075,266,475.102053
973.86734,279,475.296543
751.462435,225,475.4541
863.458994,250,476.383262
1465.894261,500,476.733304
920.856006,270,476.91368
891.399362,254,477.073434
981.478952,286,477.252686
968.537484,280,477.42783
1469.097988,500,478.468621
1325.97605,398,478.746503
1006.859118,289,478.947961
945.461811,268,479.135007
1116.699013,324,479.367301
687.433048,210,479.516246
779.504169,236,479.68139
865.302774,261,480.639374
1552.767669,500,480.99142
1564.47691,500,481.335969
926.501181,270,481.506994
1590.639576,500,481.819175
944.07548,268,482.696705
890.131951,253,482.857509
998.464782,288,483.037728
940.05854,299,483.224604
655.880213,196,483.347919
997.963566,287,483.527854
837.36221,237,483.676351
948.082005,274,483.847948
465.135708,150,483.942105
925.077481,264,484.813363
989.545088,284,484.990296
1024.936435,318,485.188642
872.338014,252,485.345682
1417.303333,411,485.601345
1610.664454,500,485.912743
875.305585,253,486.776974
1391.404157,396,487.023975
982.814306,283,487.200881
1540.076037,457,487.485448
1142.899974,328,487.690415
